25976 1.0 
25977 0.0 
25980 1.0 
25981 0.0 
25983 1.0 
25985 0.0 
25986 1.0 
25990 2.0 
25992 1.0 
25993 2.0 
25998 3.0 
25999 2.0 
26001 3.0 
26008 4.0 
26010 3.0 
26011 4.0 
26012 5.0 
26014 4.0 
26015 5.0 
26019 6.0 
26021 5.0 
26022 6.0 
26023 7.0 
26024 6.0 
26026 7.0 
26030 8.0 
26032 7.0 
26033 8.0 
26034 9.0 
26035 8.0 
26037 9.0 
26041 10.0 
26043 9.0 
26044 10.0 
26045 11.0 
26046 10.0 
26047 11.0 
26048 12.0 
26050 11.0 
26051 12.0 
26052 13.0 
26055 14.0 
26058 15.0 
26059 16.0 
26061 15.0 
26062 17.0 
26065 18.0 
26066 19.0 
26069 20.0 
26070 21.0 
26071 20.0 
26072 21.0 
26073 22.0 
26076 23.0 
26077 24.0 
26080 26.0 
26083 27.0 
26084 28.0 
26085 27.0 
26086 28.0 
26087 29.0 
26090 30.0 
26091 31.0 
26092 30.0 
26093 31.0 
26094 32.0 
26097 33.0 
26101 34.0 
26104 35.0 
26108 36.0 
26111 37.0 
26113 36.0 
26114 37.0 
26115 38.0 
26116 37.0 
26118 38.0 
26123 39.0 
26124 38.0 
26126 39.0 
26128 38.0 
26129 39.0 
26130 40.0 
26131 39.0 
26133 40.0 
26135 39.0 
26136 40.0 
26138 39.0 
26139 40.0 
26142 39.0 
26143 40.0 
26145 39.0 
26146 40.0 
26147 41.0 
26148 40.0 
26151 41.0 
26152 40.0 
26154 41.0 
26155 40.0 
26157 41.0 
26159 40.0 
26161 41.0 
26162 40.0 
26164 41.0 
26165 40.0 
26168 41.0 
26169 40.0 
26171 41.0 
26173 40.0 
26175 41.0 
26176 40.0 
26178 41.0 
26180 40.0 
26182 41.0 
26184 40.0 
26186 41.0 
26187 40.0 
26189 41.0 
26191 40.0 
26193 41.0 
26194 40.0 
26196 41.0 
26198 40.0 
26200 41.0 
26202 40.0 
26204 41.0 
26205 40.0 
26207 41.0 
26209 40.0 
26211 41.0 
26213 40.0 
26214 41.0 
26216 40.0 
26218 41.0 
26220 40.0 
26221 41.0 
26223 40.0 
26225 41.0 
26227 40.0 
26229 41.0 
26231 40.0 
26232 41.0 
26234 40.0 
26236 41.0 
26238 40.0 
26239 41.0 
26240 42.0 
26241 41.0 
26247 42.0 
26248 41.0 
26251 42.0 
26252 41.0 
26255 42.0 
26256 41.0 
26258 42.0 
26260 41.0 
26262 42.0 
26263 41.0 
26266 42.0 
26267 41.0 
26269 42.0 
26271 41.0 
26273 42.0 
26274 41.0 
26277 42.0 
26278 41.0 
26280 42.0 
26282 41.0 
26284 42.0 
26285 41.0 
26288 42.0 
26289 41.0 
26291 42.0 
26292 41.0 
26295 42.0 
26296 41.0 
26299 42.0 
26300 41.0 
26302 42.0 
26303 41.0 
26306 42.0 
26307 41.0 
26310 42.0 
26311 41.0 
26313 42.0 
26314 41.0 
26317 42.0 
26318 41.0 
26320 42.0 
26322 41.0 
26324 42.0 
26325 41.0 
26327 42.0 
26329 41.0 
26331 42.0 
26332 41.0 
26334 42.0 
26335 41.0 
26338 42.0 
26339 41.0 
26341 42.0 
26343 41.0 
26346 42.0 
26347 41.0 
26349 42.0 
26351 41.0 
26353 42.0 
26354 41.0 
26356 42.0 
26357 41.0 
26359 42.0 
26361 41.0 
26363 42.0 
26364 41.0 
26366 42.0 
26368 41.0 
26369 42.0 
26371 41.0 
26373 42.0 
26374 41.0 
26376 42.0 
26378 41.0 
26380 42.0 
26382 41.0 
26384 42.0 
26385 41.0 
26387 42.0 
26389 41.0 
26391 42.0 
26392 41.0 
26394 42.0 
26395 41.0 
26398 42.0 
26399 41.0 
26401 42.0 
26402 41.0 
26405 42.0 
26406 41.0 
